RR,time
628,2023-04-13 13-44-58.235000
634,2023-04-13 13-44-58.869000
659,2023-04-13 13-44-59.528000
680,2023-04-13 13-45-00.208000
714,2023-04-13 13-45-00.922000
768,2023-04-13 13-45-01.690000
745,2023-04-13 13-45-02.435000
696,2023-04-13 13-45-03.131000
670,2023-04-13 13-45-03.801000
668,2023-04-13 13-45-04.469000
668,2023-04-13 13-45-05.137000
662,2023-04-13 13-45-05.799000
654,2023-04-13 13-45-06.453000
641,2023-04-13 13-45-07.094000
627,2023-04-13 13-45-07.721000
619,2023-04-13 13-45-08.340000
613,2023-04-13 13-45-08.953000
616,2023-04-13 13-45-09.569000
616,2023-04-13 13-45-10.185000
631,2023-04-13 13-45-10.816000
646,2023-04-13 13-45-11.462000
669,2023-04-13 13-45-12.131000
691,2023-04-13 13-45-12.822000
704,2023-04-13 13-45-13.526000
702,2023-04-13 13-45-14.228000
690,2023-04-13 13-45-14.918000
676,2023-04-13 13-45-15.594000
669,2023-04-13 13-45-16.263000
640,2023-04-13 13-45-16.903000
625,2023-04-13 13-45-17.528000
617,2023-04-13 13-45-18.145000
613,2023-04-13 13-45-18.758000
617,2023-04-13 13-45-19.375000
616,2023-04-13 13-45-19.991000
633,2023-04-13 13-45-20.624000
667,2023-04-13 13-45-21.291000
695,2023-04-13 13-45-21.986000
697,2023-04-13 13-45-22.683000
704,2023-04-13 13-45-23.387000
717,2023-04-13 13-45-24.104000
699,2023-04-13 13-45-24.803000
699,2023-04-13 13-45-25.502000
678,2023-04-13 13-45-26.180000
676,2023-04-13 13-45-26.856000
682,2023-04-13 13-45-27.538000
645,2023-04-13 13-45-28.183000
631,2023-04-13 13-45-28.814000
631,2023-04-13 13-45-29.445000
638,2023-04-13 13-45-30.083000
655,2023-04-13 13-45-30.738000
658,2023-04-13 13-45-31.396000
669,2023-04-13 13-45-32.065000
713,2023-04-13 13-45-32.778000
733,2023-04-13 13-45-33.511000
756,2023-04-13 13-45-34.267000
755,2023-04-13 13-45-35.022000
699,2023-04-13 13-45-35.721000
670,2023-04-13 13-45-36.391000
644,2023-04-13 13-45-37.035000
618,2023-04-13 13-45-37.653000
604,2023-04-13 13-45-38.257000
598,2023-04-13 13-45-38.855000
605,2023-04-13 13-45-39.460000
629,2023-04-13 13-45-40.089000
717,2023-04-13 13-45-40.806000
753,2023-04-13 13-45-41.559000
831,2023-04-13 13-45-42.390000
769,2023-04-13 13-45-43.159000
705,2023-04-13 13-45-43.864000
691,2023-04-13 13-45-44.555000
658,2023-04-13 13-45-45.213000
634,2023-04-13 13-45-45.847000
611,2023-04-13 13-45-46.458000
599,2023-04-13 13-45-47.057000
584,2023-04-13 13-45-47.641000
575,2023-04-13 13-45-48.216000
566,2023-04-13 13-45-48.782000
562,2023-04-13 13-45-49.344000
560,2023-04-13 13-45-49.904000
565,2023-04-13 13-45-50.469000
594,2023-04-13 13-45-51.063000
652,2023-04-13 13-45-51.715000
667,2023-04-13 13-45-52.382000
648,2023-04-13 13-45-53.030000
647,2023-04-13 13-45-53.677000
637,2023-04-13 13-45-54.314000
616,2023-04-13 13-45-54.930000
610,2023-04-13 13-45-55.540000
612,2023-04-13 13-45-56.152000
620,2023-04-13 13-45-56.772000
620,2023-04-13 13-45-57.392000
613,2023-04-13 13-45-58.005000
617,2023-04-13 13-45-58.622000
621,2023-04-13 13-45-59.243000
625,2023-04-13 13-45-59.868000
635,2023-04-13 13-46-00.503000
637,2023-04-13 13-46-01.140000
646,2023-04-13 13-46-01.786000
631,2023-04-13 13-46-02.417000
622,2023-04-13 13-46-03.039000
612,2023-04-13 13-46-03.651000
607,2023-04-13 13-46-04.258000
604,2023-04-13 13-46-04.862000
612,2023-04-13 13-46-05.474000
633,2023-04-13 13-46-06.107000
676,2023-04-13 13-46-06.783000
729,2023-04-13 13-46-07.512000
744,2023-04-13 13-46-08.256000
761,2023-04-13 13-46-09.017000
738,2023-04-13 13-46-09.755000
716,2023-04-13 13-46-10.471000
692,2023-04-13 13-46-11.163000
672,2023-04-13 13-46-11.835000
662,2023-04-13 13-46-12.497000
640,2023-04-13 13-46-13.137000
634,2023-04-13 13-46-13.771000
626,2023-04-13 13-46-14.397000
619,2023-04-13 13-46-15.016000
628,2023-04-13 13-46-15.644000
709,2023-04-13 13-46-16.353000
842,2023-04-13 13-46-17.195000
815,2023-04-13 13-46-18.010000
787,2023-04-13 13-46-18.797000
751,2023-04-13 13-46-19.548000
759,2023-04-13 13-46-20.307000
751,2023-04-13 13-46-21.058000
733,2023-04-13 13-46-21.791000
708,2023-04-13 13-46-22.499000
696,2023-04-13 13-46-23.195000
691,2023-04-13 13-46-23.886000
681,2023-04-13 13-46-24.567000
687,2023-04-13 13-46-25.254000
688,2023-04-13 13-46-25.942000
688,2023-04-13 13-46-26.630000
683,2023-04-13 13-46-27.313000
692,2023-04-13 13-46-28.005000
693,2023-04-13 13-46-28.698000
687,2023-04-13 13-46-29.385000
696,2023-04-13 13-46-30.081000
694,2023-04-13 13-46-30.775000
689,2023-04-13 13-46-31.464000
679,2023-04-13 13-46-32.143000
667,2023-04-13 13-46-32.810000
651,2023-04-13 13-46-33.461000
646,2023-04-13 13-46-34.107000
641,2023-04-13 13-46-34.748000
630,2023-04-13 13-46-35.378000
610,2023-04-13 13-46-35.988000
603,2023-04-13 13-46-36.591000
599,2023-04-13 13-46-37.190000
592,2023-04-13 13-46-37.782000
585,2023-04-13 13-46-38.367000
589,2023-04-13 13-46-38.956000
586,2023-04-13 13-46-39.542000
599,2023-04-13 13-46-40.141000
611,2023-04-13 13-46-40.752000
625,2023-04-13 13-46-41.377000
629,2023-04-13 13-46-42.006000
645,2023-04-13 13-46-42.651000
654,2023-04-13 13-46-43.305000
633,2023-04-13 13-46-43.938000
633,2023-04-13 13-46-44.571000
630,2023-04-13 13-46-45.201000
636,2023-04-13 13-46-45.837000
