RR,time
718,2023-04-13 14-40-34.553000
784,2023-04-13 14-40-35.337000
713,2023-04-13 14-40-36.050000
712,2023-04-13 14-40-36.762000
764,2023-04-13 14-40-37.526000
769,2023-04-13 14-40-38.295000
677,2023-04-13 14-40-38.972000
724,2023-04-13 14-40-39.696000
761,2023-04-13 14-40-40.457000
701,2023-04-13 14-40-41.158000
738,2023-04-13 14-40-41.896000
781,2023-04-13 14-40-42.677000
693,2023-04-13 14-40-43.370000
743,2023-04-13 14-40-44.113000
806,2023-04-13 14-40-44.919000
820,2023-04-13 14-40-45.739000
713,2023-04-13 14-40-46.452000
797,2023-04-13 14-40-47.249000
853,2023-04-13 14-40-48.102000
772,2023-04-13 14-40-48.874000
809,2023-04-13 14-40-49.683000
872,2023-04-13 14-40-50.555000
862,2023-04-13 14-40-51.417000
751,2023-04-13 14-40-52.168000
783,2023-04-13 14-40-52.951000
860,2023-04-13 14-40-53.811000
736,2023-04-13 14-40-54.547000
790,2023-04-13 14-40-55.337000
838,2023-04-13 14-40-56.175000
870,2023-04-13 14-40-57.045000
712,2023-04-13 14-40-57.757000
734,2023-04-13 14-40-58.491000
783,2023-04-13 14-40-59.274000
805,2023-04-13 14-41-00.079000
680,2023-04-13 14-41-00.759000
677,2023-04-13 14-41-01.436000
695,2023-04-13 14-41-02.131000
728,2023-04-13 14-41-02.859000
674,2023-04-13 14-41-03.533000
750,2023-04-13 14-41-04.283000
789,2023-04-13 14-41-05.072000
833,2023-04-13 14-41-05.905000
754,2023-04-13 14-41-06.659000
701,2023-04-13 14-41-07.360000
747,2023-04-13 14-41-08.107000
772,2023-04-13 14-41-08.879000
777,2023-04-13 14-41-09.656000
714,2023-04-13 14-41-10.370000
677,2023-04-13 14-41-11.047000
721,2023-04-13 14-41-11.768000
746,2023-04-13 14-41-12.514000
728,2023-04-13 14-41-13.242000
658,2023-04-13 14-41-13.900000
722,2023-04-13 14-41-14.622000
697,2023-04-13 14-41-15.319000
680,2023-04-13 14-41-15.999000
635,2023-04-13 14-41-16.634000
656,2023-04-13 14-41-17.290000
716,2023-04-13 14-41-18.006000
747,2023-04-13 14-41-18.753000
672,2023-04-13 14-41-19.425000
689,2023-04-13 14-41-20.114000
707,2023-04-13 14-41-20.821000
728,2023-04-13 14-41-21.549000
645,2023-04-13 14-41-22.194000
646,2023-04-13 14-41-22.840000
673,2023-04-13 14-41-23.513000
724,2023-04-13 14-41-24.237000
698,2023-04-13 14-41-24.935000
638,2023-04-13 14-41-25.573000
618,2023-04-13 14-41-26.191000
658,2023-04-13 14-41-26.849000
761,2023-04-13 14-41-27.610000
710,2023-04-13 14-41-28.320000
722,2023-04-13 14-41-29.042000
665,2023-04-13 14-41-29.707000
689,2023-04-13 14-41-30.396000
699,2023-04-13 14-41-31.095000
677,2023-04-13 14-41-31.772000
627,2023-04-13 14-41-32.399000
626,2023-04-13 14-41-33.025000
615,2023-04-13 14-41-33.640000
622,2023-04-13 14-41-34.262000
642,2023-04-13 14-41-34.904000
665,2023-04-13 14-41-35.569000
638,2023-04-13 14-41-36.207000
614,2023-04-13 14-41-36.821000
645,2023-04-13 14-41-37.466000
694,2023-04-13 14-41-38.160000
718,2023-04-13 14-41-38.878000
680,2023-04-13 14-41-39.558000
650,2023-04-13 14-41-40.208000
688,2023-04-13 14-41-40.896000
735,2023-04-13 14-41-41.631000
777,2023-04-13 14-41-42.408000
695,2023-04-13 14-41-43.103000
711,2023-04-13 14-41-43.814000
762,2023-04-13 14-41-44.576000
785,2023-04-13 14-41-45.361000
708,2023-04-13 14-41-46.069000
696,2023-04-13 14-41-46.765000
742,2023-04-13 14-41-47.507000
769,2023-04-13 14-41-48.276000
688,2023-04-13 14-41-48.964000
730,2023-04-13 14-41-49.694000
754,2023-04-13 14-41-50.448000
706,2023-04-13 14-41-51.154000
703,2023-04-13 14-41-51.857000
741,2023-04-13 14-41-52.598000
785,2023-04-13 14-41-53.383000
821,2023-04-13 14-41-54.204000
728,2023-04-13 14-41-54.932000
713,2023-04-13 14-41-55.645000
796,2023-04-13 14-41-56.441000
793,2023-04-13 14-41-57.234000
708,2023-04-13 14-41-57.942000
719,2023-04-13 14-41-58.661000
753,2023-04-13 14-41-59.414000
698,2023-04-13 14-42-00.112000
726,2023-04-13 14-42-00.838000
764,2023-04-13 14-42-01.602000
802,2023-04-13 14-42-02.404000
719,2023-04-13 14-42-03.123000
710,2023-04-13 14-42-03.833000
746,2023-04-13 14-42-04.579000
800,2023-04-13 14-42-05.379000
738,2023-04-13 14-42-06.117000
658,2023-04-13 14-42-06.775000
701,2023-04-13 14-42-07.476000
719,2023-04-13 14-42-08.195000
735,2023-04-13 14-42-08.930000
812,2023-04-13 14-42-09.742000
729,2023-04-13 14-42-10.471000
698,2023-04-13 14-42-11.169000
756,2023-04-13 14-42-11.925000
773,2023-04-13 14-42-12.698000
723,2023-04-13 14-42-13.421000
791,2023-04-13 14-42-14.212000
730,2023-04-13 14-42-14.942000
698,2023-04-13 14-42-15.640000
760,2023-04-13 14-42-16.400000
771,2023-04-13 14-42-17.171000
675,2023-04-13 14-42-17.846000
729,2023-04-13 14-42-18.575000
778,2023-04-13 14-42-19.353000
697,2023-04-13 14-42-20.050000
742,2023-04-13 14-42-20.792000
781,2023-04-13 14-42-21.573000
716,2023-04-13 14-42-22.289000
724,2023-04-13 14-42-23.013000
761,2023-04-13 14-42-23.774000
839,2023-04-13 14-42-24.613000
721,2023-04-13 14-42-25.334000
751,2023-04-13 14-42-26.085000
759,2023-04-13 14-42-26.844000
688,2023-04-13 14-42-27.532000
702,2023-04-13 14-42-28.234000
722,2023-04-13 14-42-28.956000
756,2023-04-13 14-42-29.712000
796,2023-04-13 14-42-30.508000
799,2023-04-13 14-42-31.307000
680,2023-04-13 14-42-31.987000
696,2023-04-13 14-42-32.683000
730,2023-04-13 14-42-33.413000
772,2023-04-13 14-42-34.185000
706,2023-04-13 14-42-34.891000
720,2023-04-13 14-42-35.611000
773,2023-04-13 14-42-36.384000
711,2023-04-13 14-42-37.095000
745,2023-04-13 14-42-37.840000
756,2023-04-13 14-42-38.596000
669,2023-04-13 14-42-39.265000
701,2023-04-13 14-42-39.966000
737,2023-04-13 14-42-40.703000
680,2023-04-13 14-42-41.383000
668,2023-04-13 14-42-42.051000
706,2023-04-13 14-42-42.757000
740,2023-04-13 14-42-43.497000
751,2023-04-13 14-42-44.248000
692,2023-04-13 14-42-44.940000
738,2023-04-13 14-42-45.678000
735,2023-04-13 14-42-46.413000
658,2023-04-13 14-42-47.071000
712,2023-04-13 14-42-47.783000
705,2023-04-13 14-42-48.488000
649,2023-04-13 14-42-49.137000
649,2023-04-13 14-42-49.786000
668,2023-04-13 14-42-50.454000
727,2023-04-13 14-42-51.181000
658,2023-04-13 14-42-51.839000
675,2023-04-13 14-42-52.514000
729,2023-04-13 14-42-53.243000
729,2023-04-13 14-42-53.972000
664,2023-04-13 14-42-54.636000
727,2023-04-13 14-42-55.363000
758,2023-04-13 14-42-56.121000
708,2023-04-13 14-42-56.829000
684,2023-04-13 14-42-57.513000
721,2023-04-13 14-42-58.234000
737,2023-04-13 14-42-58.971000
786,2023-04-13 14-42-59.757000
745,2023-04-13 14-43-00.502000
712,2023-04-13 14-43-01.214000
772,2023-04-13 14-43-01.986000
